%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1421850805013119936,433471,1421850805013119936,fcu,-0.00955790548761,-0.00975964974941,-0.756515068781,0.65383357698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348193185773,-0.0798488132787,-0.049480084294,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.2943,0.00981,10.25145,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805015120029,433472,1421850805015120029,fcu,-0.00973804082426,-0.00968466864814,-0.756515804174,0.653831182943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0466002910282,-0.0565486677646,-0.0178023583703,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.2943,0.00981,10.25145,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805017119884,433473,1421850805017119884,fcu,-0.00968098325278,-0.00975068706931,-0.756514956147,0.653832030258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0971275728735,-0.0693768377668,-0.0204203522483,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.32373,-0.05886,10.38879,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805019119978,433474,1421850805019119978,fcu,-0.00961496319453,-0.00969363131837,-0.756515917591,0.653832740406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0285361332701,0.184044969623,0.0845612022591,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.32373,-0.05886,10.38879,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805021119833,433475,1421850805021119833,fcu,-0.00954810207685,-0.00963740875941,-0.756459812661,0.653899461636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102101761242,0.153938040026,0.103934356956,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.35316,-0.01962,10.38879,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805025121927,433477,1421850805025121927,fcu,-0.0097470032373,-0.00980774274598,-0.756513988942,0.653831315131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670206432766,-0.140062672473,-0.0871791961371,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.35316,-0.01962,10.38879,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805027122021,433478,1421850805027122021,fcu,-0.0097470032373,-0.00980774274598,-0.756513988942,0.653831315131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418879020479,-0.130637894512,-0.0230383461263,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.31392,0.0,10.34955,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805037123919,433483,1421850805037123919,fcu,-0.00986111818028,-0.00967570599783,-0.756515689194,0.653829603999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.247138622082,-0.119642320224,-0.0489564855184,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.36297,0.03924,10.33974,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805039124012,433484,1421850805039124012,fcu,-0.0100681396819,-0.00996994670624,-0.756510935433,0.653827528708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15943582717,-0.128543499409,-0.0513126800086,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.36297,0.03924,10.33974,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421850805041123867,433485,1421850805041123867,fcu,-0.0100681396819,-0.00996994670624,-0.756510935433,0.653827528708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240855436775,0.0233001455141,-0.00340339204139,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.38259,-0.02943,10.43784,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
