%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1421851136176517963,32955,1421851136176517963,fcu,0.072265625,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136181519985,32956,1421851136181519985,fcu,0.072265625,-0.126953125,0.005859375,0.00800394987139,0.0237131482257,-0.0329718654114,-0.999142872406
1421851136186522007,32957,1421851136186522007,fcu,0.072265625,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136191521883,32958,1421851136191521883,fcu,0.072265625,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136196523905,32959,1421851136196523905,fcu,0.07421875,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136201525927,32960,1421851136201525927,fcu,0.07421875,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136211529970,32962,1421851136211529970,fcu,0.07421875,-0.126953125,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136216531992,32963,1421851136216531992,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136221531868,32964,1421851136221531868,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136226533890,32965,1421851136226533890,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136231535912,32966,1421851136231535912,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136236537933,32967,1421851136236537933,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136241539955,32968,1421851136241539955,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136246541977,32969,1421851136246541977,fcu,0.07421875,-0.12890625,0.005859375,0.0080691368737,0.0217616800169,-0.0329904732929,-0.99918614231
1421851136251541853,32970,1421851136251541853,fcu,0.07421875,-0.12890625,0.005859375,0.00803654720467,0.0227374249633,-0.0329811850788,-0.999164983797
1421851136256543875,32971,1421851136256543875,fcu,0.07421875,-0.12890625,0.005859375,0.0080691368737,0.0217616800169,-0.0329904732929,-0.99918614231
1421851136261545897,32972,1421851136261545897,fcu,0.07421875,-0.12890625,0.005859375,0.00904490058804,0.0217938868941,-0.0329692059246,-0.999177785846
1421851136266547918,32973,1421851136266547918,fcu,0.07421875,-0.12890625,0.005859375,0.0080691368737,0.0217616800169,-0.0329904732929,-0.99918614231
1421851136271549940,32974,1421851136271549940,fcu,0.07421875,-0.12890625,0.005859375,0.00904490058804,0.0217938868941,-0.0329692059246,-0.999177785846
1421851136276551962,32975,1421851136276551962,fcu,0.07421875,-0.12890625,0.005859375,0.00901229027194,0.0227696223047,-0.0329589648391,-0.999156659169
1421851136281551838,32976,1421851136281551838,fcu,0.07421875,-0.130859375,0.005859375,0.00904490058804,0.0217938868941,-0.0329692059246,-0.999177785846
