%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channel0,field.channel1,field.channel2,field.channel3,field.channel4,field.channel5,field.channel6,field.channel7
1421851253631469965,5668,1421851253631469965,0,208,2000,2304,2048,4080,4080,0,0
1421851253681471825,5669,1421851253681471825,0,80,2000,2304,2048,4080,4080,0,0
1421851253731473923,5670,1421851253731473923,0,32,2000,2304,2048,4080,4080,0,0
1421851253781476021,5671,1421851253781476021,0,0,2000,2304,2048,4080,4080,0,0
1421851253831477880,5672,1421851253831477880,0,0,2000,2304,2048,4080,4080,0,0
1421851253881479979,5673,1421851253881479979,0,0,2000,2304,2048,4080,4080,0,0
1421851253931481838,5674,1421851253931481838,0,0,2000,2304,2048,4080,4080,0,0
1421851253981483936,5675,1421851253981483936,0,0,2000,2304,2048,4080,4080,0,0
1421851254031486034,5676,1421851254031486034,0,0,2000,2352,2048,4080,4080,0,0
1421851254081487894,5677,1421851254081487894,0,0,2000,2400,2048,4080,4080,0,0
1421851254131489992,5678,1421851254131489992,0,80,1952,2400,2048,4080,4080,0,0
1421851254181491852,5679,1421851254181491852,0,160,1904,2400,2048,4080,4080,0,0
1421851254231493950,5680,1421851254231493950,0,160,1904,2400,2048,4080,4080,0,0
1421851254281496048,5681,1421851254281496048,0,160,1904,2400,2048,4080,4080,0,0
1421851254331497908,5682,1421851254331497908,0,160,1920,2400,2048,4080,4080,0,0
1421851254381500006,5683,1421851254381500006,0,160,1920,2400,2048,4080,4080,0,0
1421851254431501865,5684,1421851254431501865,0,160,1920,2400,2048,4080,4080,0,0
1421851254481503963,5685,1421851254481503963,0,160,1920,2400,2048,4080,4080,0,0
1421851254531505823,5686,1421851254531505823,0,192,1920,2400,2048,4080,4080,0,0
1421851254581507921,5687,1421851254581507921,0,240,1920,2400,2048,4080,4080,0,0
1421851254631510019,5688,1421851254631510019,0,288,1920,2400,2048,4080,4080,0,0
1421851254681511879,5689,1421851254681511879,0,320,1920,2400,2048,4080,4080,0,0
1421851254731513977,5690,1421851254731513977,0,368,1920,2400,2048,4080,4080,0,0
1421851254781515837,5691,1421851254781515837,0,400,1920,2400,2048,4080,4080,0,0
1421851254831517935,5692,1421851254831517935,0,432,1920,2400,2048,4080,4080,0,0
1421851254881517887,5693,1421851254881517887,0,496,1920,2400,2048,4080,4080,0,0
1421851254931519985,5694,1421851254931519985,0,560,1920,2368,2048,4080,4080,0,0
1421851254981521845,5695,1421851254981521845,0,800,1888,2336,2048,4080,4080,0,0
1421851255031523943,5696,1421851255031523943,0,976,1872,2336,2048,4080,4080,0,0
1421851255081526041,5697,1421851255081526041,0,1024,1888,2336,2048,4080,4080,0,0
1421851255131527901,5698,1421851255131527901,0,1056,1904,2336,2048,4080,4080,0,0
1421851255181529999,5699,1421851255181529999,0,1136,1968,2336,2048,4080,4080,0,0
1421851255231531858,5700,1421851255231531858,0,1216,1984,2336,2048,4080,4080,0,0
1421851255281533957,5701,1421851255281533957,0,1296,2000,2336,2048,4080,4080,0,0
1421851255331536055,5702,1421851255331536055,0,1296,2000,2336,2048,4080,4080,0,0
1421851255381537914,5703,1421851255381537914,0,1296,2000,2336,2048,4080,4080,0,0
1421851255431540012,5704,1421851255431540012,0,1264,2000,2336,2048,4080,4080,0,0
1421851255481541872,5705,1421851255481541872,0,1216,2000,2352,2048,4080,4080,0,0
1421851255531543970,5706,1421851255531543970,0,1136,2000,2352,2048,4080,4080,0,0
1421851255581545830,5707,1421851255581545830,0,1104,2000,2352,2048,4080,4080,0,0
1421851255631547928,5708,1421851255631547928,0,1072,2000,2352,2048,4080,4080,0,0
1421851255681550026,5709,1421851255681550026,0,1008,1984,2352,2048,4080,4080,0,0
1421851255731551886,5710,1421851255731551886,0,992,1968,2352,2048,4080,4080,0,0
1421851255781553984,5711,1421851255781553984,0,976,1968,2352,2048,4080,4080,0,0
1421851255831557989,5712,1421851255831557989,0,944,1936,2352,2048,4080,4080,0,0
1421851255881563902,5713,1421851255881563902,0,976,1936,2352,2048,4080,4080,0,0
1421851255931570053,5714,1421851255931570053,0,1008,1920,2352,2048,4080,4080,0,0
1421851255981573820,5715,1421851255981573820,0,1008,1904,2352,2048,4080,4080,0,0
1421851256031579971,5716,1421851256031579971,0,1008,1904,2352,2048,4080,4080,0,0
1421851256081585884,5717,1421851256081585884,0,1008,1904,2352,2048,4080,4080,0,0
1421851256131589890,5718,1421851256131589890,0,992,1904,2352,2048,4080,4080,0,0
1421851256181596041,5719,1421851256181596041,0,992,1904,2352,2048,4080,4080,0,0
1421851256231600046,5720,1421851256231600046,0,992,1888,2352,2048,4080,4080,0,0
1421851256281605959,5721,1421851256281605959,0,992,1888,2352,2048,4080,4080,0,0
1421851256331611872,5722,1421851256331611872,0,992,1872,2352,2048,4080,4080,0,0
1421851256381615877,5723,1421851256381615877,0,992,1856,2352,2048,4080,4080,0,0
1421851256431622028,5724,1421851256431622028,0,992,1856,2352,2048,4080,4080,0,0
1421851256481627941,5725,1421851256481627941,0,1040,1856,2352,2048,4080,4080,0,0
1421851256531631947,5726,1421851256531631947,0,1088,1856,2352,2048,4080,4080,0,0
1421851256581637859,5727,1421851256581637859,0,1088,1856,2352,2048,4080,4080,0,0
1421851256631641865,5728,1421851256631641865,0,1088,1856,2352,2048,4080,4080,0,0
1421851256681648016,5729,1421851256681648016,0,1088,1856,2352,2048,4080,4080,0,0
1421851256731653929,5730,1421851256731653929,0,1088,1856,2320,2048,4080,4080,0,0
1421851256781657934,5731,1421851256781657934,0,1072,1856,2320,2048,4080,4080,0,0
1421851256831663847,5732,1421851256831663847,0,1056,1856,2320,2048,4080,4080,0,0
1421851256881669998,5733,1421851256881669998,0,1056,1856,2272,2048,4080,4080,0,0
1421851256931674004,5734,1421851256931674004,0,1056,1856,2272,2048,4080,4080,0,0
1421851256981679916,5735,1421851256981679916,0,1040,1856,2272,2048,4080,4080,0,0
1421851257031685829,5736,1421851257031685829,0,1040,1856,2272,2048,4080,4080,0,0
1421851257081689835,5737,1421851257081689835,0,1040,1872,2272,2048,4080,4080,0,0
1421851257131695986,5738,1421851257131695986,0,1024,1888,2272,2048,4080,4080,0,0
1421851257181699991,5739,1421851257181699991,0,992,1904,2272,2048,4080,4080,0,0
