%time,field.x,field.y,field.theta
1421850126276267090,0.0419047681972,-0.0836436108053,0.386830955091
1421850126297861090,0.0405534497637,-0.0862012558696,0.388052649738
1421850126329359132,0.0399019360105,-0.0897564691559,0.390916540868
1421850126329766715,0.0424701855712,-0.0897553630437,0.390918960516
1421850126382379674,0.0422067227113,-0.0900190101628,0.392587755928
1421850126438614424,0.0426160552749,-0.0907598013908,0.392360825491
1421850126460445340,0.0446486036108,-0.091933244054,0.393457020623
1421850126501894549,0.0461688029925,-0.0935525944197,0.394292915617
1421850126502310049,0.0455973668859,-0.094036197752,0.394409077639
1421850126531371715,0.0479935219454,-0.0943519336255,0.394858235482
1421850126564187674,0.0484760508214,-0.0959197696189,0.394749201025
1421850126585282757,0.048712718767,-0.0974375775355,0.395759842637
1421850126622967924,0.0491293754815,-0.0958760527944,0.395480849543
1421850126672962924,0.0507161540078,-0.0969702722983,0.395035666089
1421850126675255132,0.0532397078642,-0.0977808966991,0.395396941779
1421850126737225882,0.0552102762849,-0.0992381737894,0.394623666792
1421850126737364257,0.0567178050517,-0.101807988704,0.394993931318
1421850126737609132,0.0587621866469,-0.100392981544,0.394515862035
1421850126765926632,0.0603823821699,-0.100493808162,0.3939522496
1421850126851612549,0.0613464450303,-0.101153789852,0.393752443129
1421850126852050424,0.062931851204,-0.10219546711,0.393005592626
1421850126852700174,0.0653960754685,-0.102072071678,0.391937097568
1421850126892870590,0.0672304836275,-0.102889329464,0.391618449555
1421850126963916215,0.0682719311261,-0.102848939165,0.391364922793
1421850127024725215,0.0689583708826,-0.103063877092,0.390534514848
1421850127025169674,0.0728794416615,-0.102904271026,0.389672571753
1421850127083346674,0.0741532177213,-0.102546527262,0.389150453454
1421850127083796549,0.0755088701856,-0.102981631939,0.388751688034
1421850127158910965,0.0765322664206,-0.102274338948,0.388248520306
1421850127159065465,0.0778532938739,-0.102680808024,0.387875361029
1421850127343443674,0.0805715335844,-0.103044742704,0.387346394398
1421850127343821965,0.0818645193197,-0.102624411313,0.387077302997
1421850127344205007,0.0838883150159,-0.103395953098,0.387232229664
1421850127344330674,0.0856971770461,-0.102455777829,0.386871656669
1421850127344716965,0.0848392764618,-0.102452607376,0.386411801087
1421850127345138132,0.0866173717613,-0.101591380711,0.38655538776
1421850127491691799,0.0880635320272,-0.101343752776,0.386146882944
1421850127491828090,0.0884691181737,-0.100375540003,0.386003922558
1421850127491953257,0.0896263966982,-0.100560573935,0.385826301779
1421850127492414757,0.0897735528393,-0.0999373212449,0.386021537649
1421850127492559257,0.0901532344912,-0.0992369781709,0.385383834815
1421850127595823257,0.0905799445224,-0.0993163933529,0.385649159263
1421850127596262382,0.0914451356922,-0.0985115459338,0.386393001212
1421850127596701215,0.0908737590755,-0.0976568296727,0.385610357471
1421850127597139007,0.0928399408188,-0.0988157781161,0.386418563435
1421850127656784299,0.093840566069,-0.0968674444572,0.386192755501
1421850127657202007,0.0929898238373,-0.0970829077158,0.386838648163
1421850127686339132,0.0932492808929,-0.096439310401,0.387184695618
1421850127686833465,0.092439814877,-0.0962052646176,0.387828576402
1421850127726345757,0.0924179319263,-0.096392275325,0.388189149382
1421850127732843632,0.0931740458439,-0.0960725452501,0.388790448427
1421850127784449465,0.0915183566516,-0.0952169588355,0.38910738048
1421850127802549799,0.091321416268,-0.0951267700644,0.389603692811
1421850127820071632,0.0916805381811,-0.0939006829607,0.390118445389
1421850127904623132,0.0901110045876,-0.0951355343643,0.390739097229
1421850127918442549,0.0900304817906,-0.0952830493328,0.391946027026
1421850127971141757,0.0879222084762,-0.0937660820894,0.392652851524
1421850127971330549,0.0881077301369,-0.0929945159665,0.393340558017
1421850127986050674,0.087911506771,-0.0946087247489,0.395231107041
1421850128037792049,0.0868563805826,-0.0947159086298,0.395873301945
1421850128074035757,0.0856759505761,-0.0948607171562,0.3969874698
1421850128102010257,0.0859468930845,-0.0948066996678,0.39785227297
1421850128155673757,0.0852453668518,-0.0957967598783,0.399174211074
1421850128157269257,0.0840341777748,-0.0958962739094,0.399728929074
1421850128179202215,0.0816079584752,-0.0965858127845,0.402453994584
1421850128205930424,0.0821776267511,-0.0974875712567,0.404429172277
1421850128213254299,0.0804644804205,-0.0971990654353,0.404875312797
1421850128263668507,0.0809727772812,-0.0978643507433,0.406704719422
1421850128316581424,0.079042508345,-0.0989831314692,0.409175910278
1421850128350044799,0.0761592707838,-0.0995564482538,0.410663735667
1421850128404089549,0.0736663528701,-0.101843085109,0.413515794598
1421850128430870257,0.073490916372,-0.102292865622,0.41419738607
1421850128432460174,0.0723832986194,-0.103074920806,0.415744129142
1421850128487037465,0.0715253036789,-0.103687693779,0.416944525385
1421850128487415882,0.0708164076858,-0.102044578761,0.417821161974
1421850128511062799,0.0690847008081,-0.103697935028,0.418832907012
1421850128569094090,0.0681792170646,-0.104465925916,0.420448950711
1421850128580056340,0.0651738645896,-0.103010793862,0.421896940935
1421850128594357674,0.0653203634439,-0.101752228773,0.422108146087
1421850128624311965,0.0627970727816,-0.103445360961,0.424031256403
1421850128654381382,0.0613971585466,-0.10326805925,0.424850540747
1421850128670925299,0.0606264390265,-0.1016580706,0.424874736171
1421850128708232340,0.0597686247685,-0.101182059208,0.426097019817
1421850128738875757,0.0589807258191,-0.102680724671,0.427394769015
1421850128776884174,0.0574222513502,-0.101088710303,0.427916978054
1421850128799789549,0.0560883112249,-0.100104684583,0.430233624866
1421850128856414632,0.0527517626046,-0.0995695690669,0.431181537961
1421850128857018174,0.0547828121064,-0.0996434755382,0.430902299534
1421850128888893425,0.0524821717231,-0.0974699918671,0.431803997608
1421850128953068967,0.0520196337419,-0.0965830437928,0.432623410243
1421850129002933675,0.0503489720992,-0.095766690996,0.432468255658
1421850129003952300,0.0510828446468,-0.0944023358094,0.43313196256
1421850129108715842,0.0487996837284,-0.0924084404365,0.433164828534
1421850129109176550,0.0501199445576,-0.0916472256338,0.433630759578
1421850129109604467,0.0481369318444,-0.0910907775961,0.433354316258
1421850129179478300,0.0478883457922,-0.0912117553717,0.433903420858
1421850129179923342,0.0479365912277,-0.0900462916467,0.433405357642
1421850129254587717,0.0475342504136,-0.089755015131,0.433216563415
1421850129254757550,0.0480158869072,-0.0880213518792,0.433058769596
1421850129363691509,0.0476680803781,-0.0881415046918,0.433382800745
1421850129363842967,0.0491686336462,-0.0876556606642,0.433462910208
1421850129364371300,0.0478093135052,-0.086614823239,0.433108046947
1421850129365004300,0.0489335946293,-0.0873543862917,0.433187123665
1421850129526835092,0.0499558488711,-0.0871604702654,0.433040925594
1421850129527680551,0.0510186815898,-0.0862555456357,0.432973586645
1421850129528328592,0.0502466267214,-0.0867514909844,0.433483788577
1421850129528889009,0.0503645166689,-0.0850672451817,0.432404771048
1421850129529437384,0.0503690415,-0.085601873104,0.433135763628
1421850129530048467,0.0538490932219,-0.0854435740176,0.433636031614
1421850129745732134,0.0527089435613,-0.0849847256873,0.43333736433
1421850129745861050,0.0554771726776,-0.084691391075,0.433796117249
1421850129746323342,0.0549330884638,-0.0835735261243,0.433751004766
1421850129746459551,0.0570014729627,-0.0839212909221,0.433373220497
1421850129746589759,0.0567910324301,-0.0830582790943,0.433984268045
1421850129747589217,0.0569616503972,-0.0827905725981,0.433374366067
1421850129747728592,0.0581141762424,-0.081440319556,0.433490642397
1421850129748009842,0.0584685037889,-0.0805985363185,0.432949745157
1421850129933319967,0.0592898140493,-0.0808444784783,0.433008070856
1421850129933690967,0.0595446198056,-0.0792301768295,0.433189352956
1421850129934068675,0.0613403272243,-0.0775819359307,0.432543035989
1421850129934448259,0.0623998513812,-0.0739616043472,0.431493507227
1421850130058245551,0.0636677772045,-0.0746957708576,0.432149628908
1421850130058651675,0.0623989518518,-0.072933156567,0.432154266027
1421850130059200342,0.0656024171922,-0.0704612323014,0.431402319488
1421850130146102467,0.0644893406046,-0.0690487474438,0.431169294124
1421850130146613634,0.0662184802316,-0.0663925556171,0.430196578191
1421850130147336092,0.0654718472504,-0.0644780880583,0.430769583619
1421850130198068301,0.0691073136965,-0.0633454551418,0.430206594353
1421850130198542342,0.0671664789953,-0.0621583658388,0.430490501266
1421850130223492967,0.0700766475262,-0.0595280294559,0.429919339577
1421850130259516842,0.0698872691422,-0.0576525562464,0.430378993524
1421850130259962967,0.0699921057305,-0.057779129624,0.430088071877
1421850130311364926,0.0686880343084,-0.0551225920683,0.430462757137
1421850130370394550,0.0706323091532,-0.0518252744107,0.429219710642
1421850130370528092,0.0695877368392,-0.0513982873278,0.42955777418
1421850130426988467,0.0702400757132,-0.0484456808481,0.429519084352
1421850130427457467,0.0686521744469,-0.0457949562963,0.429352111774
1421850130500156259,0.0708782508099,-0.0453389632693,0.429801506472
1421850130520356092,0.0688404303759,-0.0436636713867,0.429375834992
1421850130532504134,0.0685019009044,-0.0423500678006,0.429847292289
1421850130559263509,0.0684284605347,-0.0411551997163,0.42973712366
1421850130571373342,0.0694226679554,-0.039322592753,0.42975518199
1421850130597032426,0.0686289219165,-0.0388647153289,0.429886096294
1421850130669914967,0.0678964014587,-0.0379724087033,0.430559320844
1421850130712032634,0.0680467777761,-0.0355308396072,0.43032504709
1421850130712504967,0.068065033503,-0.034337664366,0.430668521869
1421850130742846884,0.0673027395033,-0.0333123272038,0.431439484521
1421850130795252842,0.0681822309919,-0.0318743185668,0.431879554425
1421850130795748217,0.0683485298221,-0.0314164428442,0.432526836779
1421850130824676967,0.0682385430908,-0.0305825040139,0.431899544437
1421850130882338259,0.069584084833,-0.0305786157069,0.43253851894
1421850130894935926,0.0685741370459,-0.0318107444703,0.433558446654
1421850130932613551,0.0687497032502,-0.0300382306295,0.433291944779
1421850130958117092,0.0684782519322,-0.0283077760466,0.432950261067
1421850130999064801,0.0693076206111,-0.0283992431365,0.433119748809
1421850131038246384,0.0686974130249,-0.028628527532,0.432735619978
1421850131139635967,0.0686952209563,-0.0284410875725,0.432973464553
1421850131140075676,0.0696033053602,-0.0274148676157,0.432010486217
1421850131224869217,0.0704974575083,-0.0267507288831,0.431114519686
1421850131286674634,0.0724978507047,-0.0276609146966,0.43094627184
1421850131409747926,0.0718745436234,-0.0273224889603,0.429956932146
1421850131410166134,0.0722485604699,-0.0271346985022,0.42789352584
1421850131410526176,0.0742936469164,-0.0282229164909,0.426325420391
1421850131410998717,0.0741342706024,-0.0277537741637,0.424746401983
1421850131411126717,0.0744131297545,-0.0267823759061,0.424093549214
1421850131411565342,0.0757836974484,-0.0263013662803,0.421397205563
1421850131511227842,0.0750905867851,-0.0280692980739,0.421669714352
1421850131574677634,0.0759521793081,-0.0287840763014,0.420509708762
1421850131627230842,0.0759124075535,-0.0281823471417,0.419962829415
1421850131665225134,0.0741207161464,-0.0284298505878,0.417695706969
1421850131710476009,0.0739817812311,-0.0303897016392,0.417978026747
1421850131729995467,0.0746617078943,-0.030408178627,0.416895894256
1421850131752958342,0.0746802971214,-0.0328105960127,0.416769987751
1421850131772415967,0.0731516167453,-0.0339088861335,0.416779658736
1421850131811978676,0.0747309005038,-0.0351309101766,0.416658428565
1421850131846695967,0.0740655277153,-0.0354989099529,0.416942640897
1421850131873082217,0.073016907534,-0.0387709664374,0.418337816055
1421850131933899676,0.0705923718707,-0.039802622465,0.41811650287
1421850131934331301,0.0686382180184,-0.0425297593835,0.419717890931
1421850131957345301,0.0682911597736,-0.0450485569831,0.420124108021
1421850132032511967,0.0658597338459,-0.0466653226802,0.421329116177
1421850132032928384,0.0640419883261,-0.050654633593,0.422976328679
1421850132073120426,0.0632038645332,-0.0529036605306,0.423655905232
1421850132116081634,0.0597832789778,-0.056943043363,0.426123601961
1421850132153212051,0.0607552987494,-0.0586567167636,0.425821478912
1421850132166842551,0.0577203895533,-0.0592869866563,0.426866150189
1421850132181770134,0.05715362107,-0.0633490381846,0.42814804926
1421850132215730926,0.0564436875459,-0.0638724990542,0.429117621844
1421850132231919842,0.0539037212822,-0.0664653598429,0.42991212157
1421850132259935176,0.0532752516273,-0.0668508332844,0.430435296409
1421850132307965467,0.0509853658468,-0.0689252458412,0.431498245706
1421850132320137592,0.0500507826069,-0.0706965532719,0.431876104317
1421850132416399759,0.0493041153876,-0.0727706809822,0.432839467964
1421850132417935051,0.0468470582578,-0.0739468906537,0.433447225268
1421850132498138842,0.0449940942035,-0.0772790661482,0.435409978065
1421850132499358551,0.0456919539358,-0.0785321071503,0.436317372566
1421850132581494634,0.0437791671606,-0.0796709184614,0.436537873203
1421850132581931092,0.0421092630956,-0.08220008503,0.43895860163
1421850132605523176,0.0414145614974,-0.0843524080208,0.440188796993
1421850132629642301,0.0396694326,-0.0843882131443,0.440822428181
1421850132678400676,0.0385544905872,-0.0857573674321,0.441902297182
1421850132717656842,0.0382199421851,-0.0870918231082,0.442837008335
1421850132723371384,0.037201331734,-0.0875873403012,0.444213638784
1421850132819757384,0.0366829205294,-0.0879948901773,0.444648638071
1421850132820143676,0.0374788316506,-0.0890014098533,0.446152348801
1421850132854546426,0.0361381695391,-0.0885800809283,0.445906736153
1421850132903013801,0.0351534831375,-0.0868028201578,0.446475344938
1421850132965332467,0.036695070248,-0.0873038690048,0.446755178243
1421850132966002634,0.0366045675439,-0.084471682172,0.446448105429
1421850132966157134,0.0377117693722,-0.0827994687593,0.446382741279
1421850133023627717,0.0383049165851,-0.0814312762266,0.446807469394
1421850133023886551,0.0398686926262,-0.0804745599872,0.446712051723
1421850133087243553,0.0383963255656,-0.0793645622835,0.446395104443
1421850133087783886,0.0388086628323,-0.0783544862097,0.446309501559
