%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1421850126059952021,28753,1421850126059952021,fcu,0.037109375,-0.076171875,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126064954042,28754,1421850126064954042,fcu,0.037109375,-0.076171875,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126069953918,28755,1421850126069953918,fcu,0.037109375,-0.078125,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126074954033,28756,1421850126074954033,fcu,0.037109375,-0.078125,0.00390625,-0.00166866487966,0.0136043153064,-0.19211684894,-0.981276339527
1421850126079953909,28757,1421850126079953909,fcu,0.037109375,-0.078125,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126084954023,28758,1421850126084954023,fcu,0.037109375,-0.078125,0.00390625,-0.00166866487966,0.0136043153064,-0.19211684894,-0.981276339527
1421850126089956045,28759,1421850126089956045,fcu,0.037109375,-0.078125,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126094955921,28760,1421850126094955921,fcu,0.037109375,-0.078125,0.00390625,-0.00185630375476,0.0145625813319,-0.192113256145,-0.981262952615
1421850126099956036,28761,1421850126099956036,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126104955912,28762,1421850126104955912,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126109956026,28763,1421850126109956026,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126114958048,28764,1421850126114958048,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126119957924,28765,1421850126119957924,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126124958038,28766,1421850126124958038,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126129957914,28767,1421850126129957914,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126134958029,28768,1421850126134958029,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126139960051,28769,1421850126139960051,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126144959927,28770,1421850126144959927,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126149960041,28771,1421850126149960041,fcu,0.037109375,-0.078125,0.00390625,-0.00108568942209,0.0157084329529,-0.19209423147,-0.981250158038
1421850126154959917,28772,1421850126154959917,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126159960032,28773,1421850126159960032,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126164962053,28774,1421850126164962053,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126169961929,28775,1421850126169961929,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126174962044,28776,1421850126174962044,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126179961920,28777,1421850126179961920,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126184962034,28778,1421850126184962034,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126189963818,28779,1421850126189963818,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126194963932,28780,1421850126194963932,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126199964046,28781,1421850126199964046,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126204963923,28782,1421850126204963923,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126209964037,28783,1421850126209964037,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126214965820,28784,1421850126214965820,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126219965935,28785,1421850126219965935,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126224966049,28786,1421850126224966049,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126229965925,28787,1421850126229965925,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126234966040,28788,1421850126234966040,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126239967823,28789,1421850126239967823,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126244967937,28790,1421850126244967937,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126249968052,28791,1421850126249968052,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126254967928,28792,1421850126254967928,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126259968042,28793,1421850126259968042,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126269969940,28795,1421850126269969940,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126274970055,28796,1421850126274970055,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126279969931,28797,1421850126279969931,fcu,0.037109375,-0.078125,0.00390625,-0.00089803841975,0.0147501849598,-0.19209894327,-0.981264297509
1421850126284970045,28798,1421850126284970045,fcu,0.037109375,-0.078125,0.00390625,-0.00187052413817,0.0145607615915,-0.193071428988,-0.981074874141
1421850126289971828,28799,1421850126289971828,fcu,0.037109375,-0.078125,0.00390625,-0.000912442466742,0.0147493009358,-0.193057117433,-0.981076233011
1421850126294971943,28800,1421850126294971943,fcu,0.037109375,-0.078125,0.00390625,-0.00110102916851,0.0157073652191,-0.193052391827,-0.981062098148
1421850126299971819,28801,1421850126299971819,fcu,0.037109375,-0.080078125,0.00390625,-0.00205909694644,0.0155188300328,-0.193067638994,-0.981060555117
1421850126304971933,28802,1421850126304971933,fcu,0.037109375,-0.080078125,0.00390625,-0.00205909694644,0.0155188300328,-0.193067638994,-0.981060555117
1421850126309972048,28803,1421850126309972048,fcu,0.037109375,-0.080078125,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126314973831,28804,1421850126314973831,fcu,0.037109375,-0.080078125,0.00390625,-0.00189895953983,0.014557080454,-0.194987221379,-0.980695910494
1421850126319973946,28805,1421850126319973946,fcu,0.037109375,-0.08203125,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126324973822,28806,1421850126324973822,fcu,0.037109375,-0.08203125,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126329973936,28807,1421850126329973936,fcu,0.037109375,-0.08203125,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126334974051,28808,1421850126334974051,fcu,0.037109375,-0.08203125,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126339975834,28809,1421850126339975834,fcu,0.037109375,-0.083984375,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126344975948,28810,1421850126344975948,fcu,0.037109375,-0.083984375,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126349975824,28811,1421850126349975824,fcu,0.037109375,-0.083984375,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126354975939,28812,1421850126354975939,fcu,0.037109375,-0.083984375,0.00390625,-0.00208940321467,0.0155147787618,-0.194983403426,-0.980681598901
1421850126369977951,28815,1421850126369977951,fcu,0.0390625,-0.0859375,0.00390625,-0.00323752564198,0.0162820448794,-0.194995392934,-0.980663658028
1421850126374977827,28816,1421850126374977827,fcu,0.0390625,-0.0859375,0.00390625,-0.00323752564198,0.0162820448794,-0.194995392934,-0.980663658028
1421850126379977942,28817,1421850126379977942,fcu,0.0390625,-0.0859375,0.00390625,-0.00323752564198,0.0162820448794,-0.194995392934,-0.980663658028
1421850126384977818,28818,1421850126384977818,fcu,0.0390625,-0.0859375,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126389979839,28819,1421850126389979839,fcu,0.0390625,-0.0859375,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126394979954,28820,1421850126394979954,fcu,0.0390625,-0.0859375,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126399979830,28821,1421850126399979830,fcu,0.0390625,-0.0859375,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126404979944,28822,1421850126404979944,fcu,0.0390625,-0.0859375,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126409979820,28823,1421850126409979820,fcu,0.0390625,-0.087890625,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126414981842,28824,1421850126414981842,fcu,0.0390625,-0.087890625,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126419981956,28825,1421850126419981956,fcu,0.0390625,-0.087890625,0.00390625,-0.00325342453014,0.0162788754699,-0.195952979155,-0.980472765253
1421850126424981833,28826,1421850126424981833,fcu,0.0390625,-0.087890625,0.00390625,-0.00229593019615,0.0164702280083,-0.19593698838,-0.980475474899
