%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1421851136227533817,83005,1421851136227533817,fcu,-0.0224020161789,-0.0091892837742,-0.734119133846,0.67858883284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133517687778,-0.134564885329,-0.0471238898038,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.41202,-0.22563,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136231535912,83007,1421851136231535912,fcu,-0.0224620303806,-0.00912325961216,-0.734179148048,0.678522808678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0154461638801,0.0952949771589,0.0212057504117,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.38259,-0.27468,9.98658,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136233536005,83008,1421851136233536005,fcu,-0.0224571964314,-0.00899995309363,-0.734180880606,0.678522740757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071733032257,-0.00890117918517,-0.0290597320457,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.38259,-0.27468,9.98658,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136235538006,83009,1421851136235538006,fcu,-0.0224571964314,-0.00899995309363,-0.734180880606,0.678522740757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267035375555,-0.0874409955249,-0.0366519142919,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.41202,-0.20601,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136237537861,83010,1421851136237537861,fcu,-0.0225804546085,-0.00899512103953,-0.734180729175,0.67851887798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0680678408278,-0.0528834763354,-0.00628318530718,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.41202,-0.20601,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136243540049,83013,1421851136243540049,fcu,-0.022329103621,-0.00888147835503,-0.734182742232,0.678526514945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062570053684,0.120951317163,-0.00654498469498,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.38259,-0.26487,9.99639,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136245539904,83014,1421851136245539904,fcu,-0.0223883161447,-0.00881740879048,-0.734183514491,0.678524563779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0324631240871,-0.000261799387799,-0.0314159265359,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.41202,-0.20601,10.0062,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136247541904,83015,1421851136247541904,fcu,-0.0225123436151,-0.00881061218414,-0.734242572788,0.67845663959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.119642320224,0.00706858347058,-0.0672824426644,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.41202,-0.20601,10.0062,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136249541998,83016,1421851136249541998,fcu,-0.0225123436151,-0.00881061218414,-0.734242572788,0.67845663959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00549778714378,-0.0240855436775,-0.0437204977625,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.3924,-0.20601,9.97677,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136251541853,83017,1421851136251541853,fcu,-0.0224531370185,-0.00887468690253,-0.734241801121,0.678458601579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059952059806,-0.0316777259237,-0.0162315620435,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.3924,-0.20601,9.97677,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136253543854,83018,1421851136253543854,fcu,-0.0222602229821,-0.00869893362128,-0.734185343413,0.678528328476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00418879020479,0.2295980631,0.0623082542962,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.40221,-0.23544,10.01601,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136255543947,83019,1421851136255543947,fcu,-0.0222553889923,-0.00857562606739,-0.734187000647,0.678528263508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319395253115,0.0290597320457,-0.0214675497995,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.40221,-0.23544,10.01601,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136259546041,83021,1421851136259546041,fcu,-0.0223842407845,-0.00869214816729,-0.734244402884,0.678460425639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128281700022,-0.12252211349,-0.0719948316448,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.42183,-0.17658,9.95715,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136261545897,83022,1421851136261545897,fcu,-0.0224482922853,-0.00875138020904,-0.734243490632,0.678458535198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816814089933,-0.0835140047079,-0.0523598775598,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.37278,-0.18639,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136267547846,83025,1421851136267547846,fcu,-0.0221920852614,-0.00851445164669,-0.73424710609,0.678466065963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046862090416,0.00785398163397,0.0238237442897,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.43164,-0.18639,9.96696,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136269547939,83026,1421851136269547939,fcu,-0.0222561372721,-0.00857368388566,-0.734246210613,0.678464191022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0439822971503,-0.136921079819,-0.0644026493986,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.45126,-0.11772,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136275549889,83029,1421851136275549889,fcu,-0.0225771687274,-0.00886787389627,-0.734300852902,0.67839066156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178023583703,-0.0424115008235,0.0659734457254,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.38259,-0.14715,9.88848,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136277551889,83030,1421851136277551889,fcu,-0.0223201891133,-0.00863291605935,-0.734245309544,0.678462310914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0293215314335,0.248185819634,0.0840376034835,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.47088,-0.17658,9.99639,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136285553932,83034,1421851136285553932,fcu,-0.0227603934768,-0.00879695431249,-0.734360668043,0.678320711253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148440252882,-0.215460896159,-0.00942477796077,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.3924,-0.16677,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136287554026,83035,1421851136287554026,fcu,-0.0225723132337,-0.00874456762603,-0.734302542407,0.678390595032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327249234749,0.287717527191,0.0892735912395,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.3924,-0.16677,9.9081,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136289556026,83036,1421851136289556026,fcu,-0.0224442003966,-0.00862611462943,-0.734304362496,0.678394392101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0416261026601,0.302640092296,0.0327249234749,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.50031,-0.15696,9.98658,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136291555882,83037,1421851136291555882,fcu,-0.0225674577284,-0.00862126106279,-0.73430421039,0.678390529351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15577063574,-0.0486946861306,-0.057334065928,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.50031,-0.15696,9.98658,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136293555975,83038,1421851136293555975,fcu,-0.022938727456,-0.00860269709106,-0.734422137245,0.678250641511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0539306738866,-0.25813419637,-0.139539073697,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.40221,-0.0981,9.79038,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136297557831,83040,1421851136297557831,fcu,-0.0229533584997,-0.00897261335006,-0.734417068766,0.678250841981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706858347058,0.125925505531,0.0442440965381,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.44145,-0.17658,10.03563,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136299557924,83041,1421851136299557924,fcu,-0.0226371375844,-0.00880181859526,-0.734360821759,0.678324606259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782780169519,0.262061187187,0.0725184304204,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.44145,-0.17658,10.03563,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136305559874,83044,1421851136305559874,fcu,-0.0231268017268,-0.00865501937667,-0.734480256578,0.678180650253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.219126087588,-0.351858377202,-0.162577419823,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.33354,-0.12753,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136307561874,83045,1421851136307561874,fcu,-0.02320064739,-0.00896083883074,-0.734475940613,0.678178830389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192160750645,-0.0863937979737,-0.130114295736,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.33354,-0.12753,9.84924,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136311561823,83047,1421851136311561823,fcu,-0.0227619284883,-0.00879298174048,-0.734479046156,0.678192530807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163101018599,0.357617963734,0.0418879020479,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.4905,-0.1962,9.94734,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136313563824,83048,1421851136313563824,fcu,-0.0226288978735,-0.00855125696064,-0.734482536484,0.67819629355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528834763354,-0.0578576647036,0.0164933614313,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.4905,-0.1962,9.94734,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136315563917,83049,1421851136315563917,fcu,-0.0228169749697,-0.00860358990709,-0.734540659145,0.678126377571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.114929931244,-0.353690972917,-0.0620464549084,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.4905,-0.1962,9.94734,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136317564011,83050,1421851136317564011,fcu,-0.0231324554729,-0.00877630586434,-0.734537757487,0.678116618868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118856922061,-0.139539073697,0.000261799387799,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.31392,-0.11772,9.86886,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136319566011,83051,1421851136319566011,fcu,-0.0230141014441,-0.00890450675351,-0.734536214545,0.678120645915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294262511886,-0.0824668071567,-0.00811578102177,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.31392,-0.11772,9.86886,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136321565866,83052,1421851136321565866,fcu,-0.0229549241666,-0.00896860709661,-0.734535434683,0.678122651692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201323729218,0.0848230016469,0.0183259571459,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.31392,-0.11772,9.86886,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136323565960,83053,1421851136323565960,fcu,-0.0224472101111,-0.00861827960015,-0.73454112207,0.6781380302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.107337748998,0.0808960108299,-0.0455530934771,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.46107,-0.20601,10.02582,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136325567961,83054,1421851136325567961,fcu,-0.0225704657413,-0.00861338300889,-0.734540968616,0.678134167502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.149487450433,-0.176714586764,-0.057334065928,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.46107,-0.20601,10.02582,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136327568054,83055,1421851136327568054,fcu,-0.022885949667,-0.00878609883018,-0.734538071232,0.678124516359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0960803753223,-0.224362075344,-0.0602138591938,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.37278,-0.07848,9.66285,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136329567909,83056,1421851136329567909,fcu,-0.0230099691314,-0.00877919436839,-0.734597089174,0.678056475262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0670206432766,-0.0596902604182,-0.0335103216383,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.37278,-0.07848,9.66285,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136331569910,83057,1421851136331569910,fcu,-0.0228275442909,-0.00884820729042,-0.734596476608,0.678062407898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257086998819,0.0984365698125,-0.0442440965381,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.36297,-0.20601,10.05525,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136333570004,83058,1421851136333570004,fcu,-0.022581035918,-0.00885802190417,-0.734596786759,0.678070197803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848230016469,0.158650429006,0.0319395253115,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.36297,-0.20601,10.05525,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136335569859,83059,1421851136335569859,fcu,-0.0225761266222,-0.00873471776428,-0.734598476234,0.678070130537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063879050623,0.0392699081699,-0.0575958653158,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.36297,-0.20601,10.05525,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136337571859,83060,1421851136337571859,fcu,-0.0227634628064,-0.00878900890061,-0.734597401894,0.678064329701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13796827737,-0.268082573106,-0.0361283155163,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.40221,-0.12753,9.74133,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136343574047,83063,1421851136343574047,fcu,-0.0227099829821,-0.0089744366412,-0.734654090773,0.678002273647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156556033904,0.0361283155163,-0.0578576647036,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.37278,-0.14715,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136345573902,83064,1421851136345573902,fcu,-0.0227099829821,-0.0089744366412,-0.734654090773,0.678002273647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134564885329,0.0942477796077,0.0141371669412,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.37278,-0.14715,9.87867,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136347573996,83065,1421851136347573996,fcu,-0.022646673913,-0.00891326774502,-0.734714190788,0.677940070857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0829904059323,0.110479341651,-0.0319395253115,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.44145,-0.16677,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136349575996,83066,1421851136349575996,fcu,-0.0228290882467,-0.00884422299759,-0.734714809634,0.6779341863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18195057452,-0.258919594533,-0.0240855436775,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.44145,-0.16677,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
1421851136351575851,83067,1421851136351575851,fcu,-0.0231988430949,-0.00882943674683,-0.734714335916,0.677922340188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125401906756,-0.053407075111,0.001308996939,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169,0.44145,-0.16677,9.91791,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
